X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21
32,1.13,3.39,180.4745693,2184.86,27.36,0.66,0.37,3,1013.86,93,45.36,56.7,49.7253,26.9,0.5,58.33,64.83,-0.82,16.12,A
31,0.94,3.88,184.0447573,2143.72,27.71,1.04,1.21,3,1012.72,98,18.9,47.25,49.6373,30.4,1.44,54.2,66.3,0.06,18.23666667,A
29,1.68,3.88,185.2753186,2148.57,8.46,1.05,1.14,3,1023.57,105,24.381,81.27,49.8777,29.9,1.14,40.8,52.9,0.3,12.82,C
32,1.81,3.51,185.3977961,2119.92,25.18,0.9,0.68,3,1002.92,99,30.165,60.33,49.6635,29.4,0.81,47.93,57.03,-0.42,15.39333333,A
36,1.13,3.06,179.8249218,1974.48,21.82,0.8,0.38,3,1014.48,84,37.012,92.53,49.1058,29,0.78,63.9,76.6,-0.07,15.27333333,A
33,0.87,3.63,193.7630612,2227.48,15.61,0.93,0.59,2,1010.48,91,80.26,80.26,49.9635,25.6,0.62,40.89,47.79,-0.54,13.20333333,A
29,1.59,4.1,164.5434748,2189.42,30.4,1.14,1.2,2,1008.42,106,45.768,76.28,50.1826,30.3,1.11,71.97,80.87,-0.23,21.13333333,B
29,1.56,3.93,195.0769723,2149.5,10.54,0.9,1.23,3,997.5,96,59.862,99.77,50.0522,28.6,1.42,42.02,61.92,0.65,12.51333333,A
29,1.1,4.25,191.787049,2183.87,10.59,0.87,1.7,4,1025.87,97,38.82,97.05,49.7924,31.7,1.54,39.96,53.36,0.32,13.53,A
34,1.04,3.52,187.5483062,2161.08,12.52,1.32,0.69,2,1016.08,97,13.788,68.94,49.8864,25.2,0.94,41.44,52.44,-0.08,12.17333333,A
23,1.16,5.08,173.2002955,2314.74,32.92,0.99,3.27,4,1000.74,101,87.142,39.61,50.1448,37.3,1.96,69.05,81.25,0.32,22.97333333,A
27,0.69,4.46,170.6191485,2227.87,21.14,1.16,1.32,3,1008.87,96,47.844,79.74,49.7065,30.4,1.11,69.94,85.24,0.33,16.04666667,B
33,1.02,3.58,171.6929692,2199.12,26.33,1.3,0.85,2,1013.12,103,8.662,43.31,49.7656,27.8,0.89,64.45,75.05,-0.05,16.77666667,C
28,1.02,4.65,165.1480259,2383.85,27.19,1.08,1.87,4,1010.85,110,76.1,76.1,49.9536,33.8,1.23,71.58,78.58,-0.39,19.06333333,B
31,1.48,3.71,171.7927898,2194.6,19.64,1.03,0.9,2,1019.6,104,68.571,76.19,50.2327,26.8,0.85,56.53,68.03,-0.06,17.54666667,A
31,0.9,3.85,180.757141,2230.12,15.52,1.08,1,2,1014.12,94,109.464,91.22,49.964,30.4,0.91,58.59,66.79,-0.43,16.17333333,A
28,1.06,4.48,190.9272669,2309.97,12.95,1.04,1.36,4,1021.97,107,48.447,53.83,50.0298,31.5,1.25,41.38,53.38,-0.14,13.31666667,A
33,1.19,3.87,194.7688903,2213.73,6.43,1.03,0.88,3,1022.73,99,42.515,85.03,50.0749,31,1.29,36.08,53.18,0.33,13.14333333,B
27,0.78,4.82,175.7149287,2261.01,25.21,1.18,2.9,4,1006.01,104,43.884,73.14,49.9889,30.6,1.5,60.37,75.37,0.39,17.40333333,A
31,1.2,3.99,187.8150913,2149.6,21.24,1.15,0.95,2,1012.6,97,44.343,49.27,50.151,29.6,0.97,41.67,50.47,-0.18,18.08,B
35,1.17,3.14,194.477987,2088.99,9.63,0.88,0.56,3,1027.99,90,70.312,87.89,49.7236,30.7,0.92,41.14,53.84,-0.1,14.21,C
33,2.25,3.23,178.4203365,2036.8,24.32,0.84,0.5,3,1016.8,95,13.122,65.61,49.9514,27.2,1.25,58.79,76.59,0.38,18.10666667,B
28,0.97,4.34,180.595065,2264.28,17.47,1.33,2.36,3,1015.28,98,79.398,88.22,50.3056,29.5,1.21,63.31,69.71,-0.34,14.82333333,A
38,6.14,2.45,196.1761069,2071.87,14.54,0.9,0.26,3,1013.87,97,22.917,76.39,49.7012,24.3,0.7,39.39,41.89,-1.08,10.84666667,B
24,0.7,5.34,185.8969371,2299.91,20.74,1.34,2.96,3,1010.91,100,89.83,69.1,49.9057,37.4,1.52,49.69,62.09,0.13,16.91333333,A
19,0.79,5.16,196.2587705,2460.99,8.75,1.34,10.53,3,1021.99,102,103.752,86.46,50.2391,36.3,1.53,40.77,58.27,0.62,11.91666667,A
28,1.62,4.21,167.3660591,2173.13,27.67,0.99,1.41,3,1009.13,102,41.075,82.15,50.0706,29.8,1.21,69.59,80.29,0.03,19.22333333,D
30,1.3,3.86,178.0564217,2137.24,23.21,0.92,0.84,3,1012.24,93,65.31,65.31,49.8429,28.3,1.23,58.66,71.96,-0.01,18.73666667,A
22,0.72,4.95,187.6236721,2287.03,7.49,1.32,25.34,4,1019.03,112,52.374,87.29,49.9668,31.3,2.17,39.81,54.31,0.26,11.49666667,A
37,1.21,2.8,199.0618771,2089.58,7.82,0.93,0.29,3,1015.58,87,27.033,90.11,49.9096,24.4,1.03,38.91,55.91,0.33,11.60666667,D
23,1.12,4.93,195.1053182,2418.53,7.77,0.86,5.69,4,1016.53,100,95.927,73.79,50.0744,31.7,1.55,35.77,41.67,-0.34,11.59,A
32,0.98,3.97,177.3988946,2243.59,22.84,1.29,0.93,2,1005.59,104,31.796,79.49,49.8293,31.2,1.25,50.05,65.05,0.34,17.61333333,A
37,1.24,2.69,188.5289721,2173.17,10.48,1.03,0.57,2,1017.17,99,27.843,92.81,49.9278,27.1,0.85,41.93,53.63,0.08,12.49333333,B
27,0.71,4.62,188.4797284,2232.23,10.2,1.11,1.65,3,1020.23,98,84.54,84.54,49.9408,29.6,1.08,41.46,55.66,0.08,13.4,A
38,1.94,2.9,170.2516292,2157.23,27.24,0.99,0.58,3,1013.23,101,5.196,51.96,49.7947,26.2,0.83,68.08,74.08,-0.84,16.08,B
33,1.5,3.38,188.1802063,2209.15,9.37,1.16,0.83,3,1015.15,104,33.184,82.96,50.1608,29.2,0.99,42.32,54.42,0.31,14.12333333,D
27,1.2,5.24,173.1842311,2335.55,24.12,1.81,16.25,3,1011.55,111,35.376,58.96,50.0509,34,2.61,58.66,69.56,0.21,17.04,A
31,1.06,3.71,192.1693561,2140.26,14.54,1.01,0.85,2,1010.26,92,58.086,82.98,49.9893,28.3,0.85,43.14,50.54,-0.36,13.84666667,A
31,1.41,3.57,170.9247416,2165.48,31.23,0.98,0.82,2,1017.48,100,29.24,36.55,50.1619,28.7,0.94,66.75,86.35,0.51,22.41,A
32,1.87,3.07,190.7559568,2082.47,5.41,0.98,0.56,3,1008.47,96,9.751,97.51,49.8715,25.5,0.95,45.87,56.17,0.15,9.803333333,A
32,1.12,3.75,194.1635887,2226.4,15.61,1.2,0.89,2,1018.4,100,32.396,80.99,50.0233,27.1,0.95,38.52,45.32,-0.52,12.20333333,A
33,1.03,3.41,181.7462915,2119.18,26.9,1.1,0.66,2,1016.18,89,56.704,70.88,49.9457,31.1,0.95,59.14,74.94,0.36,18.96666667,A
35,1.78,3.29,169.2785216,2160.32,23.95,1.11,0.6,2,1007.32,98,43.835,87.67,49.778,28,0.75,73.67,76.87,-0.89,14.98333333,C
31,0.82,4.02,192.1980314,2142.05,9.2,1.41,1.1,2,1017.05,96,27.738,92.46,49.5846,28.6,0.97,40.03,48.73,-0.23,11.06666667,A
25,0.98,5.39,183.612299,2281.02,9.51,1.25,4.11,3,1016.02,100,55.867,79.81,50.4538,31.3,1.49,43.79,53.59,0.06,15.17,A
21,0.69,5.66,188.1868796,2310.17,8.51,1.37,100,4,1023.17,101,61.453,87.79,50.0944,32.3,4.21,41.26,55.56,0.46,11.83666667,A
30,1.16,3.95,182.3480266,2224.17,19.66,1.05,1.13,3,1010.17,99,101.028,84.19,50.2147,28.2,1.1,51.43,67.73,0.19,17.55333333,C
35,0.96,3.55,177.3459611,2151.18,27.33,1.25,0.7,1,1006.18,98,40.56,67.6,49.6653,28.3,0.96,51.43,66.23,0.18,20.11,A
33,1.71,3.53,168.4831364,2222.28,21.43,1.08,0.8,2,1017.28,101,51.741,57.49,50.319,25.2,0.9,63.94,71.24,-0.33,18.14333333,C
32,1.01,3.11,186.0623696,2083.13,14.97,1.16,0.5,1,1011.13,90,34.932,87.33,50.0341,23.6,0.73,43.67,52.27,-0.12,14.99,D
37,1.7,2.85,168.8252321,2151.25,21.97,1.55,0.41,1,1012.25,97,8.645,86.45,50.0611,23.8,0.81,69.23,78.33,0.05,16.32333333,B
25,1.15,5.27,183.397152,2260.84,8.34,1.03,2.84,4,1010.84,113,72.008,90.01,50.1515,34.7,1.91,40.77,57.67,0.59,15.78,A
30,1.25,4.22,171.8083902,2267.06,21.86,1.08,1.08,3,1016.06,102,117.624,90.48,50.01,32,1.23,60.27,75.67,0.19,19.28666667,C
34,1.37,3.4,166.6832579,2155.89,24.59,1.07,0.73,2,1006.89,102,26.556,88.52,50.0691,26.8,0.91,71.94,86.74,0.18,17.19666667,C
26,1.01,4.77,173.7992601,2216.35,26.26,1.14,2.36,3,1009.35,98,82.485,91.65,49.9712,32.2,1.3,73.06,85.16,-0.03,17.75333333,B
30,0.86,4.27,166.2580455,2262.81,26.76,1.11,1.31,4,1008.81,100,25.848,64.62,50.2068,29.7,1.25,71.94,82.74,0.09,18.92,B
32,1.02,3.71,169.3944656,2184.17,30.98,0.98,0.6,2,1009.17,90,45.567,50.63,49.7457,27.7,0.9,69.82,77.82,-0.34,20.32666667,B
31,1.59,3.89,173.105188,2249.05,19.22,1.39,1.31,3,1015.05,106,41.25,82.5,49.9693,31.5,1.26,65.06,75.96,0.2,15.40666667,A
26,0.62,4.47,167.3729276,2288.44,25.72,1.09,2.64,4,1010.44,102,49.399,70.57,50.3153,28.7,1.6,70.47,89.97,0.78,20.57333333,B
33,0.94,3.44,192.2036916,2165.74,22.37,0.99,0.8,3,1013.74,91,64.989,72.21,50.1305,27.6,1.01,41.54,65.54,0.81,19.45666667,D
37,1.58,2.7,188.7780275,2097.83,26.05,0.99,0.45,2,1009.83,99,22.544,56.36,49.8357,26.6,0.79,44.89,55.59,-0.17,16.68333333,A
25,0.83,5.68,187.7386366,2348.07,20.8,1.38,10.95,3,1012.07,101,80.476,73.16,50.5077,32,1.42,50.9,64.9,0.06,16.93333333,B
25,1.2,4.5,169.8880415,2274.01,29.1,1.05,1.91,3,1010.01,104,135.812,71.48,50.4733,31.6,1.15,77.95,91.15,0.2,20.7,B
31,1.59,4.04,186.7155256,2136.54,11.17,0.96,1.01,3,1009.54,103,22.368,74.56,50.1016,30.2,1.26,40.27,62.77,0.6,13.72333333,D
27,1.52,4.18,190.1034566,2236.37,11.35,1.13,1.87,3,1019.37,102,105.655,96.05,50.2654,31.1,1.51,40.73,48.23,-0.14,15.78333333,B
28,0.73,3.9,174.1729831,2263.32,18.12,0.62,0.71,3,1019.32,97,124.894,89.21,49.8656,27.7,0.34,63.09,67.69,-0.6,15.04,A
32,1.01,3.61,193.8346385,2215.92,16.97,1.05,0.91,3,1013.92,91,52.36,74.8,50.2751,26.5,1.01,42.86,52.36,0.02,15.65666667,A
29,1.13,3.9,191.1296221,2217.01,10.22,1.16,0.88,2,1018.01,100,35.35,70.7,50.0237,30.3,0.88,38.18,49.38,0.15,12.40666667,D
31,0.99,3.83,189.3181862,2244.59,13.1,1.42,0.99,2,1007.59,105,85.914,95.46,49.9603,31.7,1.15,40.55,56.35,0.51,15.36666667,D
33,1.32,3.4,190.9445473,2195.62,18.22,1.05,0.73,3,1013.62,93,60.448,75.56,50.2635,28.7,1.05,45.09,56.89,-0.07,17.07333333,A
23,0.57,5.43,194.7151888,2268.84,4.15,1.32,4.16,3,1008.84,99,251.368,96.68,49.9933,37.5,1.69,39.9,60.9,0.47,13.38333333,B
36,1.78,3.33,178.166494,2057.41,19.15,1.11,0.46,2,1018.41,93,17.78,88.9,49.9047,25.2,1.1,59.21,71.01,0.1,15.38333333,A
26,0.82,4.38,194.3365168,2358.95,15.87,1.31,1.8,3,1009.95,106,53.424,66.78,50.2558,29.9,1.03,39.31,47.71,-0.15,13.29,B
33,1.06,3.78,193.8484696,2145.01,8.05,1.21,0.83,1,1028.01,99,62.692,89.56,49.8353,28.7,0.87,40.8,50.4,-0.33,12.68333333,C
27,0.92,4.52,177.0456831,2357.71,18.81,1.64,4.47,3,1009.71,103,49.329,70.47,50.3731,29.3,1.66,61.87,68.37,-0.25,15.27,A
28,0.85,4.18,184.3145122,2279.24,23.95,1.11,2.14,3,1014.24,100,102.42,68.28,49.8397,32.3,0.99,51.86,57.16,-0.43,17.98333333,A
29,0.91,3.81,190.6184481,2220.63,13.21,0.76,0.58,2,1016.63,94,88.92,74.1,50.0965,27,0.58,41.2,58.3,0.27,14.40333333,B
22,1.08,5.34,185.5670263,2300.45,9.38,0.95,3.32,5,1015.45,111,72.376,90.47,49.83,36.9,1.47,43.7,54.2,-0.27,12.12666667,D
26,0.79,4.67,179.4927954,2266.3,27.41,1.08,2.64,4,1013.3,99,45.837,50.93,50.0402,35.1,1.73,59.21,77.11,0.72,20.13666667,B
23,0.93,4.89,177.1902753,2469.47,18.42,1.14,3.44,4,1020.47,103,193.622,74.47,50.746,34.8,1.27,63.94,81.94,0.38,18.14,A
25,0.95,4.72,188.5544865,2286.52,19.51,1.06,1.99,3,1008.52,100,180.274,78.38,50.2649,33.4,1.44,44.05,68.15,0.82,19.50333333,C
25,0.94,4.97,163.653211,2220.49,28.5,1.01,1.77,3,999.49,100,69.723,77.47,50.1236,34.6,1.32,76.86,100.96,0.71,22.5,B
29,0.81,4.43,182.5064312,2289.95,11.97,1.39,1.48,2,1016.95,104,44.16,88.32,49.7989,34.6,1.62,42.32,54.02,0.23,13.99,A
32,1.78,3.84,185.389117,2173,3,1.1,0.86,2,1011,98,64.112,80.14,50.225,27.9,1.02,39.64,46.14,-0.25,12,A
24,0.89,4.7,192.5479281,2246.46,12.11,1.04,3.07,3,1019.46,99,112.662,62.59,50.228,33.7,1.31,41.17,56.87,0.14,16.03666667,A
36,1.18,3.33,187.2364409,2160.42,12.32,1.1,0.64,2,1022.42,95,23.922,79.74,49.6962,24.8,0.82,41.26,45.46,-0.88,12.10666667,A
42,1.76,2.74,193.5571335,2160.08,8.83,0.92,0.38,3,1027.08,98,21.807,72.69,50.0292,26.3,0.79,36.3,41,-0.57,9.943333333,A
25,1.15,4.97,182.2339433,2355.34,20.08,1.65,7.19,3,1008.34,109,41.928,69.88,50.5523,29.6,1.63,49.69,59.99,0.16,15.69333333,A
31,0.92,4.08,168.034231,2192.31,32.12,1.01,0.99,3,1013.31,101,32.58,54.3,49.7499,32.5,1.14,69.98,87.68,0.33,22.70666667,B
36,1.28,3.35,183.762645,2183.38,18.68,0.94,0.7,3,1020.38,99,56.182,80.26,49.6772,30,0.76,56.65,63.45,-0.72,13.22666667,A
36,1.06,2.69,175.7427134,2047.09,28.33,1.02,0.49,2,1008.09,91,15.111,50.37,49.8641,22,0.78,68.27,83.77,0.33,18.44333333,A
30,1.43,4.23,174.512364,2273.96,25.14,1.76,2.6,3,1013.96,105,16.712,41.78,50.2515,29.6,2.48,67.32,78.72,0.27,17.38,B
31,1.4,3.61,170.643554,2146.8,31.43,0.82,0.62,3,1014.8,95,28.11,56.22,49.7421,27.7,0.93,69.89,77.09,-0.34,19.47666667,A
22,0.75,5.17,168.2207407,2336,29.54,1.3,4.93,3,1011,103,100.8,42,50.0524,35.4,1.82,72.29,90.69,0.42,22.84666667,A
28,1,4.08,172.3563691,2218.3,24.94,0.95,1.37,4,1014.3,99,75.34,75.34,49.8911,31.6,1.23,74.33,91.63,0.31,18.31333333,A
33,1.4,3.75,171.7386295,2227.61,26.49,0.97,0.85,4,1004.61,103,23.439,78.13,49.8909,30.7,1.18,67.69,80.29,0.14,16.83,A
26,0.82,4.87,173.528669,2323.37,23.89,1.04,2.8,5,1013.37,100,75.22,75.22,50.0898,32.6,1.33,64.27,71.87,-0.26,18.96333333,A
25,0.79,4.37,190.9626781,2287.82,14.41,1.14,1.83,3,1009.82,98,96.516,80.43,50.1418,30.3,1.12,40.83,54.03,0.44,15.80333333,A
23,0.51,4.73,173.691056,2278.23,29.3,1.67,77.64,3,1011.23,102,50.607,56.23,49.9442,34.3,2.03,68.08,76.18,-0.06,19.76666667,C
33,1.21,3.62,174.5826762,2163.75,23.09,1.57,0.79,1,1009.75,90,36.54,91.35,50.178,26.3,0.99,69.71,76.51,-0.24,15.69666667,B
22,1.01,4.87,165.9113197,2251.01,23.23,1.1,11.37,4,1005.01,112,70.48,88.1,49.9536,36.3,2.05,71.77,88.07,0.56,20.74333333,B
25,1.33,4.45,169.4814875,2306.29,28.86,1.09,4.16,4,1006.29,107,45.752,57.19,50.1553,33.8,2.09,67.9,78,0.1,20.62,D
38,6.51,2.9,188.863936,2110.44,7.4,1.36,0.26,2,1024.44,100,0,90.9,50.0781,23.4,1.12,41.04,48.44,-0.16,10.46666667,A
29,1.51,3.79,170.0394699,2204,25.23,0.98,0.94,3,1013,103,53.326,76.18,49.931,31.9,1.05,61.86,71.26,0.04,19.41,B
30,1.44,3.94,164.5363464,2152.29,26.69,0.95,0.92,3,1008.29,100,22.137,73.79,49.8998,28.6,1.01,79.74,86.24,-0.39,16.89666667,D
33,1.24,3.62,184.7075972,2172.63,23.99,1.01,0.8,3,1007.63,99,52.62,52.62,49.7148,30.7,1.02,45.87,55.47,-0.34,18.99666667,C
32,0.92,3.36,173.775632,2121.57,31.65,1.37,0.57,1,1008.57,98,11.81,59.05,49.606,25.8,0.76,66.25,80.25,0.27,19.55,A
37,1.25,2.97,187.4680148,2158.82,8.94,0.9,0.49,3,1014.82,95,30.664,76.66,49.578,27.1,0.81,43.13,49.83,-0.62,9.98,A
24,0.86,5.05,175.7221285,2264.85,15.79,1.21,2.25,3,1015.85,101,110.292,91.91,50.0875,34.7,1.5,58.86,77.96,0.69,18.26333333,C
32,1.03,4.02,187.2395781,2246.84,11.43,1.11,1,3,1010.84,102,24.312,81.04,49.9107,28.3,1.09,40.22,51.12,0.04,11.81,B
31,0.94,4,178.614838,2245.38,21.14,1.07,1.18,3,1006.38,95,51.102,56.78,50.0874,27.6,1.04,67.71,75.11,-0.55,15.04666667,C
28,1.29,4.6,171.6561469,2263.94,25.21,1.12,1.91,3,1013.94,98,65.04,65.04,50.146,31.7,1.46,65.34,70.94,-0.49,18.40333333,A
25,1.02,4.53,194.7767371,2350.21,10.42,0.99,1.73,5,1015.21,105,89.75,89.75,49.9409,34.6,1.4,39.35,51.65,0.25,13.47333333,A
26,0.81,4.47,197.0748307,2322.96,4.84,1.04,2.11,4,1011.96,105,122.43,81.62,50.0726,32.6,1.33,38.5,54.5,0.3,11.61333333,B
39,1.29,3.08,177.8235313,2033.94,21.57,0.92,0.42,2,1011.94,91,57.211,81.73,49.6789,27.4,0.87,69.23,78.03,-0.5,16.19,D
32,1.31,3.67,192.9759547,2214.73,20.86,1.01,0.91,4,1001.73,99,16.914,56.38,49.943,30.7,1.08,39.72,47.62,-0.36,14.95333333,B
30,1.2,3.76,197.6740418,2224.76,11.06,0.92,0.91,3,1008.76,94,60.588,67.32,50.1314,26.3,0.83,37.92,46.02,-0.08,11.68666667,A
30,1.31,3.97,193.9817774,2241.23,15.86,0.92,0.98,4,1016.23,94,112.762,86.74,49.9995,29.4,1.2,40.66,55.46,0.16,16.28666667,B
28,0.95,4.41,177.2422273,2258.01,22.12,1.13,1.41,2,1018.01,100,134.192,83.87,49.8922,32.9,1.19,60.77,75.07,0.16,18.37333333,A
30,1.64,3.69,168.8750995,2104.13,30.2,0.94,0.87,3,1011.13,102,12.132,60.66,49.8642,26.8,1.01,71.8,85.5,0.14,18.06666667,C
22,0.63,5.62,192.9632191,2334.59,7.91,1.47,69.03,4,1020.59,103,79.3,61,49.8668,39.1,4.09,37.8,49.5,0.14,14.63666667,B
31,0.93,3.61,174.7248095,2173.39,17.1,1.17,0.87,2,1020.39,99,28.089,93.63,49.8424,29.4,1.08,62.1,75.3,0.2,14.7,B
28,1.22,4.55,188.8950565,2273.95,13.06,1.17,1.36,2,1018.95,100,119.952,85.68,50.1228,33,0.98,44.2,50.7,-0.45,12.35333333,D
24,0.97,5.11,163.3496609,2374.9,20.73,1.02,2.36,4,1009.9,106,98.544,82.12,49.9366,36.8,1.36,69.94,82.54,0.2,18.91,B
28,1.03,4.26,195.0686578,2271.08,10.69,1.07,1.2,3,1022.08,96,99.936,83.28,50.1093,30.5,1.31,36.71,47.61,0.12,14.56333333,A
39,1.82,2.94,184.793769,1939.15,17.28,0.85,0.22,2,1018.15,94,6.693,66.93,49.3332,26.3,0.75,44.06,52.96,-0.17,13.76,A
21,1.02,5.51,191.787049,2516.07,8.13,1.28,8.06,4,1026.07,102,105.424,95.84,50.6863,37,1.5,39.96,51.46,0.06,13.71,B
26,1.06,4.46,193.6404139,2254.96,19.4,1.25,1.94,3,1007.96,101,57.042,63.38,50.3628,32.3,1.35,39.53,52.73,0.33,17.46666667,A
32,0.89,3.39,183.4716998,2158.37,25.21,1.18,0.56,2,1017.37,89,38.542,55.06,50.1232,24.8,0.7,59.21,72.71,0.11,17.40333333,B
23,1.13,4.89,178.0989477,2315,25.67,1.05,2.4,3,1013,107,99.744,62.34,49.922,35.1,0.99,58.59,63.39,-0.54,16.55666667,D
36,2.5,2.63,188.3049589,2052.75,7.31,0.88,0.43,3,1014.75,99,34.7,86.75,49.6938,26.5,0.81,42.18,46.98,-0.91,10.43666667,A
20,0.84,5.01,174.9989928,2270.81,24.27,1.26,36.81,4,1012.81,102,50.784,63.48,50.0786,31.8,2.03,57.85,71.55,0.45,19.09,A
33,1.37,3.7,175.5359362,2115.3,25.8,0.97,0.82,3,1009.3,100,26.14,52.28,49.7664,29.8,1.33,65.38,81.88,0.21,18.6,D
30,0.69,4.18,191.2708658,2277.2,20.68,1.21,1.56,4,1010.2,98,25.372,63.43,49.8475,31.1,1.44,42.04,50.84,-0.22,14.89333333,B
29,1.18,3.88,187.7127168,2168.41,21.26,1.3,1.16,2,1008.41,98,43.61,87.22,50.2439,29.1,1.43,50.32,74.92,0.82,17.08666667,A
31,1.23,3.62,191.2041241,2148.24,11.2,0.94,0.86,3,1019.24,99,38.754,64.59,49.9824,28.6,0.97,35.76,55.96,0.62,15.73333333,B
27,1.04,4.96,188.8473343,2316.59,20,1.3,2.01,3,1007.59,108,80.717,62.09,50.1739,36.6,1.48,39.53,53.63,0.38,18.66666667,A
25,0.79,5.01,187.0554483,2327.75,10.34,0.98,2.15,5,1017.75,103,71.784,89.73,49.8731,35.9,1.43,41.46,56.06,0.19,14.44666667,A
28,1.25,4.47,185.4435573,2312.11,7.72,1.04,1.26,3,1025.11,104,135.45,96.75,50.2578,32.8,1.21,41.14,48.44,-0.33,13.57333333,A
22,1.07,5.57,164.86672,2344.9,26.79,0.99,3.48,6,1009.9,110,104.286,80.22,49.893,39.4,1.87,77.95,94.95,0.45,19.93,A
29,0.91,3.94,179.8396576,2213.43,21.26,1.35,1.56,2,1018.43,98,63.064,78.83,50.2477,28.3,1.04,60.84,70.84,-0.01,17.08666667,B
29,0.64,4.26,193.2586354,2232.04,12.85,1.4,2,2,1023.04,95,50.424,84.04,49.8781,28.9,1.5,40.92,56.22,0.41,13.28333333,A
25,0.86,4.49,172.9972704,2285.17,28.07,1.19,2.31,3,1007.17,108,40.212,67.02,49.9628,33.3,1.15,70.32,79.12,-0.09,18.35666667,C
32,1.02,3.62,193.6710657,2157.34,17.72,1.19,0.79,2,1007.34,92,57.84,72.3,50.1963,31.2,1.11,39.99,55.09,0.51,17.90666667,B
27,1.06,4.53,160.9421392,2283.09,26.43,1.11,1.51,3,1004.09,104,51.888,86.48,50.0394,32.8,1.39,75.33,86.83,0.08,19.81,A
34,1.16,3.03,170.7613284,1998.17,27.39,1.06,0.45,1,1006.17,93,17.46,58.2,49.9711,24.5,0.88,67.07,82.97,0.47,20.13,B
32,1.31,3.15,177.5079943,2167.63,30.18,0.91,0.69,3,1012.63,92,42.966,47.74,50.1745,28,1,65.74,81.94,0.45,21.06,B
21,1.59,5.06,170.8071882,2270.47,25.45,1.75,100,3,1009.47,108,34.782,57.97,50.4395,30.9,4.94,67.83,87.43,1.02,17.48333333,A
38,1.26,3.15,188.8816525,2138.04,11.72,1.04,0.49,2,1020.04,91,46.788,66.84,49.597,29.1,0.84,41.54,47.34,-0.74,13.90666667,D
36,1.67,3.33,183.5504793,2159.39,8.43,1.02,0.61,2,1015.39,101,45.905,91.81,50.14,29.6,1.16,40.6,65.2,0.73,15.81,A
35,1.15,2.73,196.8358698,2062.01,16.18,1.19,0.45,2,1010.01,94,26.248,65.62,49.938,25.1,0.76,41.66,56.76,0.23,13.39333333,A
27,1.38,4.3,184.8765618,2210.77,13.33,1.12,1.71,3,1016.77,101,64.256,80.32,49.9805,32.8,1.12,54.3,63.5,-0.1,13.44333333,A
21,0.95,5.38,179.8831894,2286.46,26.18,0.65,4.81,3,1013.46,101,113.3,56.65,49.8611,32.1,0.82,52.36,58.36,-0.61,17.72666667,B
29,1.38,4.28,186.8428043,2196.18,8.57,1.13,1.18,2,1020.18,106,43.482,72.47,50.2867,31.5,1.2,41.17,52.27,0.03,14.85666667,A
34,1.65,2.76,182.1823359,2115.68,21.22,0.77,0.21,2,1014.68,90,41.797,59.71,49.9579,25.8,0.6,59.15,65.15,-0.56,16.07333333,B
29,0.97,3.92,174.7761526,2210.77,26.53,1.03,1.2,3,1012.77,100,32.185,64.37,50.2676,27.6,1.07,65.18,83.28,0.6,18.84333333,B
29,2.03,4.37,191.1750079,2215.77,12.34,1.23,1.89,3,1015.77,105,55.356,92.26,50.2357,32.1,1.89,40.1,56.6,0.52,15.11333333,A
23,0.85,5.36,187.1765613,2258.19,19.54,1.08,2.83,4,1007.19,101,110.502,78.93,49.9476,36.2,1.63,44.57,60.77,0.4,19.51333333,D
24,1.3,4.66,191.3467529,2232.19,9.68,1.23,4.14,3,1015.19,105,69.872,87.34,49.9213,30.9,1.09,41.44,49.74,-0.13,11.22666667,A
36,1.46,2.94,171.0324932,2153.9,18.19,1.01,0.52,3,1012.9,97,8.605,86.05,49.8893,28.8,0.84,66.54,75.24,0.01,14.06333333,B
22,0.5,5.23,174.5420825,2412.99,31.25,1.03,3.52,3,1005.99,99,109.142,49.61,50.2282,31.9,1.13,68.94,84.34,0.16,20.41666667,B
27,1.24,4.59,168.5105569,2265.94,26.8,1.08,1.61,3,1008.94,104,101.712,78.24,50.0052,35,1.44,72.58,84.48,0.15,20.93333333,A
33,1.68,3.38,193.0414434,2217.49,16.82,0.95,0.73,3,1010.49,95,63.14,63.14,50.2572,30.5,0.99,41.66,49.86,-0.22,16.60666667,A
24,1.13,5.25,165.8676787,2270.53,29.52,1.12,2.37,3,1017.53,111,49.313,44.83,50.0642,35.4,1.54,64.79,76.39,0.02,21.84,B
22,1.25,5.49,165.352945,2288.33,26.93,1.38,10.55,3,1007.33,108,118.275,78.85,50.1209,36.4,2.14,72.99,90.69,0.73,20.97666667,B
40,1.16,2.11,190.9088163,2165.06,9.45,1.29,0.3,1,1027.06,93,17.47,87.35,49.7519,21.3,0.77,41.4,51.3,0.06,11.15,A
32,1.05,3.9,186.0158501,2147.6,13.98,1.21,0.91,2,1023.6,93,62.363,89.09,50.0943,29.2,1.2,44.84,56.84,0.17,16.66,A
29,1.19,4.12,171.0875823,2224.43,29.15,0.97,1.13,4,1011.43,103,39.894,66.49,50.0955,31.7,1.18,73.42,93.52,0.62,19.71666667,D
31,0.87,3.8,194.5203602,2174.43,10.28,1.2,0.86,2,1020.43,95,75.999,69.09,50.0761,28.7,0.97,39.61,58.51,0.36,14.42666667,B
